# Tide data for Charlston station 8665530
# Downloaded from https://tidesandcurrents.noaa.gov on 17/03/2024
time,tide
2024-01-20 21:24:00,4.03
2024-01-20 21:30:00,3.98
2024-01-20 21:36:00,3.94
2024-01-20 21:42:00,3.86
2024-01-20 21:48:00,3.81
2024-01-20 21:54:00,3.75
2024-01-20 22:00:00,3.7
2024-01-20 22:06:00,3.67
2024-01-20 22:12:00,3.62
2024-01-20 22:18:00,3.56
2024-01-20 22:24:00,3.5
2024-01-20 22:30:00,3.44
2024-01-20 22:36:00,3.38
2024-01-20 22:42:00,3.31
2024-01-20 22:48:00,3.23
2024-01-20 22:54:00,3.15
2024-01-20 23:00:00,3.06
2024-01-20 23:06:00,2.99
2024-01-20 23:12:00,2.9
2024-01-20 23:18:00,2.81
2024-01-20 23:24:00,2.7
2024-01-20 23:30:00,2.59
2024-01-20 23:36:00,2.48
2024-01-20 23:42:00,2.37
2024-01-20 23:48:00,2.28
2024-01-20 23:54:00,2.17
